"ULTIMA ATUALIZACAO";"08/04/2021 02:08"
"ANO";"MES";"SENADOR";"TIPO_DESPESA";"CNPJ_CPF";"FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO";"COD_DOCUMENTO"
"2021";"2";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.332.532/0001-99";"AUTO POSTO MILÊNIO LTDA";"000140413";"15/02/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"164,18";"2156236"
"2021";"2";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.332.532/0001-99";"AUTO POSTO MILÊNIO LTDA";"000141543";"19/02/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"150";"2156238"
"2021";"2";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.352.344/0001-13";"OLIVEIRA MARQUES COMÉRCIO DE COMBUSTÍVEIS LTDA";"000133740";"06/02/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"115,02";"2156233"
"2021";"2";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"10.352.344/0001-13";"OLIVEIRA MARQUES COMÉRCIO DE COMBUSTÍVEIS LTDA";"000135980";"16/02/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"80";"2156237"
"2021";"2";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.985.820/0001-80";"POSTO V8";"000119806";"09/02/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"257,07";"2156234"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"ENERSUL / ENERGISA - Empresa Energética de Mato Grosso do Sul";"028.467.805";"05/03/2021";"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"87,87";"2157348"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"ENERSUL / ENERGISA - Empresa Energética de Mato Grosso do Sul";"028.467.806";"05/03/2021";"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"521,95";"2157350"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0445-19";"NET - CLARO S.A.";"0000206823";"17/03/2021";"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"656,92";"2157351"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.501.509/0001-06";"Prefeitura Municipal de Campo Grande/MS";"498609/21-07";"18/03/2021";"Pagamento da 2ª parcela de despesas com IPTU referente ao ano de 2021 da vaga de garagem extra, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"45,96";"2157356"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.501.509/0001-06";"Prefeitura Municipal de Campo Grande/MS";"498610/21-10";"18/03/2021";"Pagamento da 3ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"237,85";"2157354"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"03.501.509/0001-06";"Prefeitura Municipal de Campo Grande/MS";"498611/21-59";"18/03/2021";"Pagamento da 3ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"372,3";"2157355"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00.413.862/0001-46";"Prisma Comércio e Administração de Imóveis Ltda";"";"18/03/2021";"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"946,8";"2157347"
"2021";"3";"SIMONE TEBET";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"00.413.862/0001-46";"Prisma Comércio e Administração de Imóveis Ltda";"";"18/03/2021";"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.";"5298,85";"2157346"
"2021";"3";"SIMONE TEBET";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"14.961.188/0001-49";"Mais Resultado Comunicação Ltda";"00001137";"08/03/2021";"Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.";"6500";"2157353"
"2021";"3";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.332.532/0001-99";"AUTO POSTO MILÊNIO LTDA";"000145371";"05/03/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"294,6";"2157357"
"2021";"3";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.332.532/0001-99";"AUTO POSTO MILÊNIO LTDA";"000147903";"16/03/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"321,36";"2157359"
"2021";"3";"SIMONE TEBET";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.137.037/0001-30";"AUTO POSTO NAÇÕES INDÍGENAS LTDA";"000094268";"15/03/2021";"Aquisição de combustível para veículos utilizados na atividade parlamentar.";"154,53";"2157358"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01.869.728/0003-89";"Casa das Cores Tintas Ltda";"211513";"12/01/2021";"";"580";"2154936"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"01.869.728/0003-89";"Casa das Cores Tintas Ltda";"211.513.001";"12/01/2021";"";"580";"2154504"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"14.545.983/0001-56";"CGL Serviços de Pintura Ltda";"00000273";"18/01/2021";"";"1070";"2154522"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"70.366.968/0001-11";"EDIFÍCIO EMPIRE CENTER";"597";"05/01/2021";"";"490";"2154961"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"70.366.968/0001-11";"EDIFÍCIO EMPIRE CENTER";"598";"05/01/2021";"";"515";"2154962"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"Energisa Mato Grosso do Sul Distr. de Energia S.A.";"026725313";"07/01/2021";"";"46,24";"2154940"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"Energisa Mato Grosso do Sul Distr. de Energia S.A.";"026725314";"14/01/2021";"";"529,3";"2154943"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"Energisa Mato Grosso do Sul Distr. de Energia S.A.";"006.318.361";"22/01/2021";"";"88,1";"2154518"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"15.413.826/0001-50";"Energisa Mato Grosso do Sul Distr. de Energia S.A.";"006.318.376";"22/01/2021";"";"142,13";"2154519"
"2021";"1";"SORAYA THRONICKE";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0001-62";"Telefônica Brasil S/A";"1202972731-0";"01/01/2021";"";"146,64";"2154521"
"2021";"1";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"04.349.586/0001-55";"Dourados News Empresa Jornalística Editora Ltda";"1574";"05/01/2021";"";"3000";"2154505"
"2021";"1";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"13.347.016/0001-17";"Facebook Serviços Online do Brasil Ltda";"25432970";"31/12/2020";"";"753,48";"2154506"
"2021";"1";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"13.347.016/0001-17";"Facebook Serviços Online do Brasil Ltda";"26333910";"04/02/2021";"";"307,84";"2155439"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"436";"28/02/2021";"";"795";"2156290"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27.008.904/0001-10";"Auto Posto Alazão Eireli Ltda";"00100957";"01/01/2021";"";"240";"2155085"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.032.894/0001-27";"Auto Posto Bisol Ltda";"000128429";"22/01/2021";"";"170,05";"2154921"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"28.868.264/0001-80";"Auto Posto Concorde";"24793";"23/01/2021";"";"102,59";"2155435"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.204.103/0001-85";"Auto Posto Mirante Ltda";"000161414";"01/01/2021";"";"190,19";"2155087"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.152.457/0001-47";"Auto Posto Tapajos Ltda";"000191321";"31/01/2021";"";"200,06";"2154857"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.945.104/0001-31";"Comercial Posto Mil Ltda";"000153120";"17/01/2021";"";"215,01";"2154864"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.046.218/0021-59";"Macelo e Souza Ltda";"000167211";"22/01/2021";"";"200,03";"2154909"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"37.539.459/0001-78";"Posto Emanuele Ltda";"000201600";"22/01/2021";"";"220,01";"2154912"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.601.882/0001-09";"Posto Locatelli Mãe e Filha Ltda";"000406614";"29/01/2021";"";"217,04";"2155084"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"24.601.882/0001-09";"Posto Locatelli Mãe e Filha Ltda";"000406614";"29/01/2021";"";"217,04";"2154851"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.443.567/0001-00";"Posto Paraíso Ltda";"000129924";"18/01/2021";"";"165,12";"2154931"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.160.358/0001-56";"Posto Planalto Serranópolis Ltda";"33704";"31/01/2021";"";"242,01";"2154854"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.413.865/0001-80";"Posto Rouxinol Ltda";"000.053.652";"03/01/2021";"";"217,38";"2155088"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.661.986/0001-40";"Posto Zandonadi";"75510";"31/01/2021";"";"225,03";"2154846"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20.025.135/0002-08";"PostoVia Norte Ltda";"000015223";"11/01/2021";"";"220,01";"2154861"
"2021";"1";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"16.045.015/0001-06";"Ribeiro de Mendonça Baston e Cia Ltda";"000202894";"25/01/2021";"";"200";"2154863"
"2021";"1";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"HYR5PL";"28/01/2021";"Companhia Aérea: AZUL, Localizador: HYR5PL. Passageiros: DIEGO VELOSO FERREIRA (Matrícula 181575, COMISSIONADO), Voo: 4282 - VCP/CGR - 30/01/2021; DIEGO VELOSO FERREIRA (Matrícula 181575, COMISSIONADO), Voo: 4399 - BSB/VCP - 30/01/2021;";"1575,46";"2155449"
"2021";"2";"SORAYA THRONICKE";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.028.316/8887-24";"ECT - Empresa Bras. de Correios e Telégrafos";"1976135889";"11/02/2021";"";"49,1";"2156294"
"2021";"2";"SORAYA THRONICKE";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"04.744.977/0001-74";"Ideias TV Ltda ME";"00000512";"10/02/2021";"";"23000";"2155376"
"2021";"2";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"04.349.586/0001-55";"Dourados News Empresa Jornalística Editora Ltda";"1628";"02/02/2021";"";"3000";"2155081"
"2021";"2";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"10.581.355/0001-75";"E da Silva C Figueiredo";"123";"09/02/2021";"";"1200";"2156241"
"2021";"2";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"STO4NE";"12/02/2021";"Companhia Aérea: GOL, Localizador: STO4NE. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1825 - CGR/BSB - 23/02/2021;";"1330,57";"2156537"
"2021";"3";"SORAYA THRONICKE";"Divulgação da atividade parlamentar";"04.349.586/0001-55";"Dourados News Empresa Jornalística Editora Ltda";"1659";"02/03/2021";"";"3000";"2156605"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.357.977/0001-59";"Auto Posto Entre Rios Ltda";"00033664";"09/03/2021";"";"210";"2156863"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"28.716.756/0001-50";"Auto Posto Fidelidade";"000016632";"09/03/2021";"";"115,23";"2156867"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.756.915/0001-94";"Auto Posto Indiara Ltda";"000251663";"06/03/2021";"";"290,18";"2156869"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"32.439.137/0001-33";"Auto Posto Transp. de Comb. Guaibão Ltda";"000033126";"06/03/2021";"";"100,01";"2156868"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"18.453.561/0001-01";"Com. Comb. Duas Nações Ltda";"000199881";"07/03/2021";"";"274,95";"2156862"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"70.353.867/0001-06";"Eugênio Possamai - ME";"14577";"15/03/2021";"";"580";"2157363"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"70.353.867/0001-06";"Eugênio Possamai - ME";"14579";"15/03/2021";"";"580";"2157361"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"70.353.867/0001-06";"Eugênio Possamai - ME";"14578";"15/03/2021";"";"580";"2157362"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.614.598/0001-98";"MR Auto Posto Ltda";"000030229";"06/03/2021";"";"270,01";"2156861"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.651.099/0001-17";"Posto Aldo Jataí Indústrial Ltda";"42713";"06/03/2021";"";"203,02";"2156870"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.651.099/0001-17";"Posto Aldo Jataí Indústrial Ltda";"20526";"10/03/2021";"";"183,01";"2156871"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.394.473/0001-46";"Posto Liberdade Locatelli Ltda";"000582824";"10/03/2021";"";"170,27";"2156872"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.443.567/0001-00";"Posto Paraíso Ltda";"000147253";"10/03/2021";"";"207,07";"2156873"
"2021";"3";"SORAYA THRONICKE";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"26.780.592/0001-03";"Posto Seguro Ltda";"000258447";"10/03/2021";"";"222,92";"2156874"
"2021";"3";"SORAYA THRONICKE";"Passagens aéreas, aquáticas e terrestres nacionais";"26.480.780/0001-08";"LM Turismo Ltda";"JS2UUX";"18/02/2021";"Companhia Aérea: GOL, Localizador: JS2UUX. Passageiros: SORAYA VIEIRA THRONICKE (Matrícula 341578, PARLAMENTAR), Voo: 1825 - CGR/BSB - 11/03/2021;";"409,75";"2157248"
"2021";"1";"STYVENSON VALENTIM";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"BKZFLU";"12/01/2021";"Companhia Aérea: LATAM, Localizador: BKZFLU. Passageiros: EANN STYVENSON VALENTIM MENDES (Matrícula 341347, PARLAMENTAR), Voo: 3029 - BSB X NAT - 05/02/2021;";"1458,47";"2155217"
"2021";"2";"STYVENSON VALENTIM";"Passagens aéreas, aquáticas e terrestres nacionais";"33.937.681/0001-78";"LATAM";"KYYVWS";"12/01/2021";"Companhia Aérea: LATAM, Localizador: KYYVWS. Passageiros: EANN STYVENSON VALENTIM MENDES (Matrícula 341347, PARLAMENTAR), Voo: 3028 - NAT X BSB - 22/02/2021; EANN STYVENSON VALENTIM MENDES (Matrícula 341347, PARLAMENTAR), Voo: 3477 - BSB X NAT - 25/02/2021;";"1694,8";"2156298"
"2021";"2";"TASSO JEREISSATI";"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar";"20.647.510/0001-62";"FAAV CONSULTORIA ECONOMICA E EMPRESARIAL LTDA";"00000073";"09/02/2021";"";"14200";"2156242"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.939.467/0001-15";"COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA";"S / N";"15/01/2021";"";"42,89";"2154630"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.341.470/0001-44";"ELETROBRAS DISTRIBUIÇÃO RORAIMA";"S / N";"09/02/2021";"";"464,24";"2156119"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"717.750.992-53";"HELEN ALICE COSTA DA SILVA";"001";"07/01/2021";"";"2800";"2154234"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"17.793.300/0001-78";"MAV-MONITORAMENTO DE ALARME E VIDEO LTDA-ME";"50708";"01/02/2021";"";"198";"2155196"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.640.560/0001-24";"RORAIMET TECNOLOGIA E TELECOMUNICAÇÕES LTDA ME";"000014326";"04/01/2021";"";"158,9";"2154244"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0008-45";"TELEMAR NORTE LESTE SA";"630529368";"25/01/2021";"";"149,89";"2156121"
"2021";"1";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0016-49";"VIVO";"2076070014";"13/01/2021";"";"662,97";"2154633"
"2021";"1";"TELMÁRIO MOTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"22.890.941/0001-80";"BETA COM E SERV LTDA ME";"000.018.950";"07/01/2021";"";"128,85";"2154240"
"2021";"1";"TELMÁRIO MOTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"84.025.279/0003-10";"FRANCISCO MONTEIRO BARBOSA EIRELI";"38794";"05/01/2021";"";"158,04";"2154230"
"2021";"1";"TELMÁRIO MOTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"07.573.569/0009-42";"Supermercado Goiana";"1738";"12/01/2021";"";"19,44";"2154243"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"04.957.192/0002-60";"ALTO ASTRAL PRODUÇÕES LTDA-ME";"00000799";"21/01/2021";"";"1600";"2154624"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"07.932.970/0001-74";"APTA SERVIÇOS LTDA - ME";"1608";"05/02/2021";"";"6000";"2155197"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"04.493.799/0001-56";"Buritis Comunicações Ltda";"00003984";"26/01/2021";"";"3000";"2154636"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"04.653.101/0001-12";"EDITORA BOA VISTA LTDA.";"00021633";"25/01/2021";"";"2200";"2154629"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"07.343.176/0001-95";"GRÁFICA MAXTER LTDA.";"00003531";"05/01/2021";"";"13000";"2154232"
"2021";"1";"TELMÁRIO MOTA";"Divulgação da atividade parlamentar";"34.806.489/0001-05";"Sistema Boa Vista de Comunicações Ltda";"00001213";"26/01/2021";"";"2500";"2154635"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.757.976/0005-06";"ANF Combustiveis e Comercio Eireli";"3368";"19/01/2021";"";"50";"2154622"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"30.757.976/0003-36";"ANF Combustiveis e Comercio Eireli";"5149";"23/01/2021";"";"50";"2155203"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"05.256.794/0001-72";"AUTO POSTO LS COM. DE DERIVADOS DE PETROLEO LTDA";"362431";"05/01/2021";"";"188,46";"2154248"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.369.957/0001-87";"AUTO POSTO PREMIUM LTDA.";"000.366.187";"06/01/2021";"";"50,08";"2154238"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.369.957/0001-87";"AUTO POSTO PREMIUM LTDA.";"000.366.467";"07/01/2021";"";"100";"2154239"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.369.957/0001-87";"AUTO POSTO PREMIUM LTDA.";"370104";"22/01/2021";"";"100";"2154625"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.369.957/0001-87";"AUTO POSTO PREMIUM LTDA.";"370472";"23/01/2021";"";"300,03";"2154627"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"27.522.923/0001-60";"CASARÃO DA VILA RESTAURANTE LTDA";"000093525";"22/01/2021";"";"62,68";"2154637"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.891.329/0001-22";"CHURRASCARIA XURIMA";"3045";"04/01/2021";"";"133";"2154229"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.891.329/0001-22";"CHURRASCARIA XURIMA";"3076";"12/01/2021";"";"144";"2154241"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.891.329/0001-22";"CHURRASCARIA XURIMA";"3102";"20/01/2021";"";"147";"2154623"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"287.458.682-04";"DAURA DE OLIVEIRA PAIVA";"22";"22/01/2021";"";"18000";"2154626"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.468.484/0002-41";"kotinski e Cia Ltda";"000.000.392";"18/01/2021";"";"1860,52";"2154247"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.468.484/0002-41";"kotinski e Cia Ltda";"000000400";"26/01/2021";"";"1000";"2154631"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"28.275.525/0001-59";"L. V. Felix Reginatto";"00000988";"17/01/2021";"";"420";"2154246"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.610.978/0001-26";"MOCAPEL AUTO POSTO LTDA";"000160313";"25/01/2021";"";"204,01";"2154628"
"2021";"1";"TELMÁRIO MOTA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"22.887.764/0004-26";"Posto Kanguru";"83256";"10/01/2021";"";"100,01";"2154242"
"2021";"1";"TELMÁRIO MOTA";"Passagens aéreas, aquáticas e terrestres nacionais";"11.489.244/0001-04";"CONTINENTAL VIAGENS";"AQPEVK";"11/01/2021";"Companhia Aérea: GOL, Localizador: AQPEVK. Passageiros: TELMARIO MOTA DE OLIVEIRA (Matrícula 175459, PARLAMENTAR), Voo: 1819 - BVB / BSB - 21/01/2021;";"1156,71";"2154249"
"2021";"2";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"05.939.467/0001-15";"COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA";"S / N";"12/02/2021";"";"42,89";"2156124"
"2021";"2";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.341.470/0001-44";"ELETROBRAS DISTRIBUIÇÃO RORAIMA";"S / N";"26/02/2021";"";"409,37";"2157405"
"2021";"2";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"717.750.992-53";"HELEN ALICE COSTA DA SILVA";"002";"05/02/2021";"";"2800";"2156123"
"2021";"2";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"33.000.118/0008-45";"TELEMAR NORTE LESTE SA";"651346324";"25/02/2021";"";"153,47";"2157406"
"2021";"2";"TELMÁRIO MOTA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"02.558.157/0016-49";"VIVO";"S / N";"12/02/2021";"";"665,59";"2156133"
"2021";"2";"TELMÁRIO MOTA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"17.080.668/0001-99";"FRANCISCO E. S. L. BARBOSA EIRELE-ME";"10216";"11/02/2021";"";"70";"2156126"
